CatalogEntryParentProductRelationship
PartNumber,ParentPartNumber,Sequence
T6500.RED.3,T6500,0
CKJ01.MAG.XS,CKJ01,0
CKJ01.MAG.XL,CKJ01,0
CKJ01.MAG.S,CKJ01,0
CKJ01.MAG.M,CKJ01,0
CKJ01.MAG.L,CKJ01,0
CKJ02B.PUR.6,CKJ02,0
CKJ02A.PUR.14,CKJ02,0
CKJ02A.PUR.12,CKJ02,0
CKJ02A.PUR.10,CKJ02,0
CKJ02A.PUR.16,CKJ02,0
CKJ02B.PUR.8,CKJ02,0
CKJ02B.PUR.7,CKJ02,0
CKJ04.GRA.8,CKJ04,0
CKJ04.GRA.7,CKJ04,0
CKJ04.GRA.6,CKJ04,0
CKJ04.GRA.10,CKJ04,0
CKJ04.GRA.12,CKJ04,0
CKJ04.GRA.16,CKJ04,0
CKJ04.GRA.14,CKJ04,0
DNX47.AQU.XL,DNX47,0
DNX47.AQU.M,DNX47,0
DNX47.AQU.L,DNX47,0
DNX47.AQU.S,DNX47,0
DNX50.PLA.14,DNX50,0
DNX50.PLA.16,DNX50,0
DNX50.PLA.12,DNX50,0
DNX50.PLA.6,DNX50,0
DNX50.PLA.8,DNX50,0
DNX50.PLA.7,DNX50,0
DNX50.PLA.10,DNX50,0
DNX51.BLU.6,DNX51,0
DNX51.BLU.8,DNX51,0
DNX51.BLU.7,DNX51,0
DNX51.BLU.16,DNX51,0
DNX51.BLU.14,DNX51,0
DNX51.BLU.12,DNX51,0
DNX51.BLU.10,DNX51,0
DNX52.DEN.S,DNX52,0
DNX52.DEN.M,DNX52,0
DNX52.DEN.L,DNX52,0
DNX52.DEN.XS,DNX52,0
DNX53.TUR.6,DNX53,0
DNX53.TUR.8,DNX53,0
DNX53.TUR.7,DNX53,0
DNX53.TUR.16,DNX53,0
DNX53.TUR.14,DNX53,0
DNX53.TUR.12,DNX53,0
DNX53.TUR.10,DNX53,0
DNX57.PIN.XS,DNX57,0
DNX57.PIN.S,DNX57,0
DNX57.PIN.M,DNX57,0
DNX57.PIN.L,DNX57,0
CLG48.TEA.XS,CLG48,0
CLG48.TEA.XL,CLG48,0
CLG48.TEA.S,CLG48,0
CLG48.TEA.M,CLG48,0
CLG48.TEA.L,CLG48,0
CLG49-OC,CLG49,0
CLG49.PIN.XS,CLG49,0
CLG49.PIN.S,CLG49,0
CLG49.PIN.M,CLG49,0
CLG49.PIN.XL,CLG49,0
CLG49.PIN.L,CLG49,0
F6712.BLA.S,F6712,0
F6712.BLA.M,F6712,0
F6712.BLA.L,F6712,0
DGD91-OC,DGD91,0
DGD91.PIN.XL,DGD91,0
DGD91.PIN.S,DGD91,0
DGD91.PIN.L,DGD91,0
DGD91.PIN.2XL,DGD91,0
DGD91.PIN.1XL,DGD91,0
DGD91.PIN.M,DGD91,0
CMK37.GRA.XXL,CMK37,0
CMK37.GRA.XL,CMK37,0
CMK37.GRA.S,CMK37,0
CMK37.GRA.M,CMK37,0
CMK37.GRA.L,CMK37,0
F9099.XL,F9099,0
F9099.S,F9099,0
F9099.M,F9099,0
F9099.L,F9099,0
DRP19.BLA.XL,DRP19,0
DRP19.BLA.S,DRP19,0
DRP19.BLA.M,DRP19,0
DRP19.BLA.L,DRP19,0
DRP19.BLA.2XL,DRP19,0
DYH57.GRA.S,DYH57,0
DYH57.GRA.M,DYH57,0
DYH57.GRA.L,DYH57,0
DYH57.GRA.XS,DYH57,0
F9140.GRA.XL,F9140,0
F9140.GRA.S,F9140,0
F9140.GRA.M,F9140,0
F9140.GRA.L,F9140,0
F9140.GRA.2X,F9140,0
F9091.BLA.XL,F9091,0
F9091.BLA.S,F9091,0
F9091.BLA.M,F9091,0
F9091.BLA.L,F9091,0
F9091.BLA.2X,F9091,0
F9006.GRA.XL,F9006,0
F9006.GRA.S,F9006,0
F9006.GRA.M,F9006,0
F9006.GRA.L,F9006,0
F9006.GRA.2X,F9006,0
CGL16.BLA.XXL,CGL16,0
CGL16.BLA.XL,CGL16,0
CGL16.BLA.S,CGL16,0
CGL16.BLA.M,CGL16,0
CGL16.BLA.L,CGL16,0
F9014.DPI.XL,F9014,0
F9014.DPI.S,F9014,0
F9014.DPI.M,F9014,0
F9014.DPI.L,F9014,0
F9014.DPI.2X,F9014,0
F9095.GRA.XL,F9095,0
F9095.GRA.S,F9095,0
F9095.GRA.M,F9095,0
F9095.GRA.L,F9095,0
F9095.GRA.2X,F9095,0
CGL17.WHI.XXL,CGL17,0
CGL17.WHI.XL,CGL17,0
CGL17.WHI.S,CGL17,0
CGL17.WHI.M,CGL17,0
CGL17.WHI.L,CGL17,0
CGL14.GRA.XXL,CGL14,0
CGL14.GRA.XL,CGL14,0
CGL14.GRA.S,CGL14,0
CGL14.GRA.M,CGL14,0
CGL14.GRA.L,CGL14,0
F9173.BLA.XL,F9173,0
F9173.BLA.S,F9173,0
F9173.BLA.M,F9173,0
F9173.BLA.L,F9173,0
F9173.BLA.2X,F9173,0
F9027.GRA.XL,F9027,0
F9027.GRA.S,F9027,0
F9027.GRA.M,F9027,0
F9027.GRA.L,F9027,0
F9027.GRA.2X,F9027,0
CKL51.WHI.XXL,CKL51,0
CKL51.WHI.XL,CKL51,0
CKL51.WHI.S,CKL51,0
CKL51.WHI.M,CKL51,0
CKL51.WHI.L,CKL51,0
F9093.GRA.XL,F9093,0
F9093.GRA.S,F9093,0
F9093.GRA.M,F9093,0
F9093.GRA.L,F9093,0
F9093.GRA.2X,F9093,0
DKL83.PIN.XL,DKL83,0
DKL83.PIN.S,DKL83,0
DKL83.PIN.M,DKL83,0
DKL83.PIN.L,DKL83,0
DKL83.PIN.2XL,DKL83,0
DKL83-OC,DKL83,0
