CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
CNG23,baby-toys,25
CNG23,building-toys,1
CNG23,shop-baby-toys,25
CNG23,mega-bloks-preschool,2
CNK33,toys-for-4-year-olds,0
CNK33,toys-for-3-year-olds,0
CNK33,toys-for-2-year-olds,0
CNK33,toys-for-1-year-olds,0
CNK33,toys-12-18-months,0
CNK33,baby-toys,26
CNK33,building-toys,4
CNK33,mega-bloks-preschool,3
CNK33,shop-baby-toys,26
DCH62,fisherprice-promo4-PRR,0
DCH62,stacking-sorting-rolling-toys,45
DCH62,playsets-action-figures,310
DCH62,toys-for-4-year-olds,0
DCH62,toys-for-3-year-olds,0
DCH62,toys-for-2-year-olds,0
DCH62,toys-for-1-year-olds,0
DCH62,toys-12-18-months,0
DCH62,playsets,223
DCH62,baby-toys,45
DCH62,building-toys,3
DCH62,holiday-gift-guide,322
DCH62,shop-baby-toys,28
DCH62,mega-bloks-preschool,5
BCK62,csr_fp_nla_,0
DJD10,fan-favorites,0
DJD10,playsets-action-figures,46
DJD10,for-girls,62
DJD10,stacking-sorting-rolling-toys,3
DJD10,role-play-toys,18
DJD10,ride-on-toys,13
DJD10,push-scoot-ride-on-toys,3
DJD10,playsets,38
DJD10,learning-educational-toys,20
DJD10,toys-for-2-year-olds,0
DJD10,toys-for-1-year-olds,0
DJD10,toys-12-18-months,0
DJD10,infant-baby-toys-gear,0
DJD10,baby-toys,10
DJD10,laugh-learn-smart-stages,2
DJD10,laugh-learn,6
DJD10,interactive-toys,8
DJD10,early-learning-toys,10
DJD10,shop-baby-toys,9
DJD10,musical-toys,15
DJD10,holiday-gift-guide,64
DPJ58,csr_fp_nla_,0
DTB78,clearance-toys-gear,0
DHT67,csr_fp_nla_,0
DHT68,toys-for-3-year-olds,0
DHT68,playsets-action-figures,0
DHT68,toy-cars-trains-train-sets,0
DHT68,toys-for-4-year-olds,0
DHT68,toys-for-5-year-olds,0
DHT68,holiday-gift-guide,0
DHT68,imaginext-dc-super-friends,0
DHT68,action-figure,0
DHT68,imaginext,0
DHT68,playsets,0
DHT68,for-boys,0
DHT69,imaginext-dc-super-friends,0
DHT69,toys-for-4-year-olds,0
DHT69,fan-favorites,0
DHT69,action-figure,0
DHT69,playsets-action-figures,0
DHT69,toys-for-3-year-olds,0
DHT69,toys-for-5-year-olds,0
DHT69,imaginext,0
