CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
CCX79,hot-wheels,99
CCX79,playsets-accessories,99
CDC69,csr_sm_nla_,0
CDP52,disney-cars-toys,5
CDP52,all-brands,0
CDP52,vehicles-remote-control-cars,25
CDP74,csr_sm_nla_,0
CDP75,disney-cars-toys,29
CDP75,all-brands,0
CDP75,playsets-accessories,99
CDP76,disney-cars-toys,30
CDP76,all-brands,0
CDP76,playsets-accessories,99
CDP77,disney-cars-toys,31
CDP77,all-brands,0
CDP77,playsets-accessories,99
CDR06,shop-all-clearance,0
CFB94,dolls,99
CFB94,barbie-fashion-dolls,87
CFB94,barbie-doll,99
CFB94,playsets-accessories,99
CFB94,barbie-playsets-accessories,56
CFF15,csr_sm_nla_,99
CFF33,csr_sm_nla_,0
CFF35,csr_sm_nla_,0
CFF40,csr_sm_nla_,0
CFY43,mattelshop-promo2,0
CFY43,all-brands,0
CFY43,hot-wheels-monster-jam,30
CFY43,hot-wheels-cars-vehicles,6
CFY43,hot-wheels,99
CFY43,vehicles-remote-control-cars,99
CFY48,all-brands,0
CFY48,hot-wheels-monster-jam,31
CFY48,hot-wheels-cars-vehicles,7
CFY48,hot-wheels,99
CFY48,vehicles-remote-control-cars,99
CFY49,csr_sm_nla_,0
CGD82,csr_sm_nla_,0
CGF40,sm-pricefix,0
CGF40,csr_sm_nla_,99
CGF43,csr_sm_nla_,0
CGN32,mattelshop-promo6,0
CGN32,all-brands,0
CGN32,hot-wheels-playsets-tracksets-accessories,47
CGN32,hot-wheels,99
CGN32,playsets-accessories,99
CGN34,shop-all-clearance,0
CGN35,shop-all-clearance,0
CGP11,csr_sm_nla_,0
CGP23,csr_sm_nla_,0
CGP24,collectible-toys,0
CGP24,collectible-action-figures,0
CGP24,toys-for-collectors,0
CGP24,sm-no-wtb,0
CGP24,all-brands,0
CGP24,action-figures,17
CGP24,masters-of-universe-toys,0
CGP25,csr_sm_nla_,0
CGP26,csr_sm_nla_,0
CGP41,csr_sm_nla_,0
CGP42,csr_sm_nla_,0
CGT51,csr_sm_nla_,0
CGW11,csr_sm_nla_,0
CGW49,all-brands,0
CGW49,hot-wheels-single-cars,21
