CatalogEntry
PartNumber,Type,ParentGroupIdentifier,CurrencyCode,ListPrice,Name,ShortDescription,LongDescription,Thumbnail,FullImage,Buyable,Published,Delete
D5933-A05A,ItemBean,02,USD,6,,,,,,,1,0
D5955,ItemBean,02,USD,24,,,,,,,1,0
D5967,ItemBean,02,USD,54,,,,,,,1,0
D6041,ItemBean,02,USD,24,,,,,,,1,0
D6042-A02A,ItemBean,02,USD,12,,,,,,,1,0
D6042-A03A,ItemBean,02,USD,3,,,,,,,1,0
D6068,ItemBean,02,USD,28,,,,,,,1,0
D6070,ItemBean,02,USD,8,,,,,,,1,0
D6527,ItemBean,unassigned,USD,24,,,,,,,1,0
D7251,ItemBean,02,USD,24,,,,,,,1,0
D7262-A03A,ItemBean,02,USD,5,,,,,,,1,0
D7262-A05B,ItemBean,02,USD,4,,,,,,,1,0
D7262-A06A,ItemBean,02,USD,2,,,,,,,1,0
D7263,ItemBean,,USD,16,,,,,,,1,0
D7264-A02A,ItemBean,02,USD,3,,,,,,,1,0
D7264-A03A,ItemBean,02,USD,12,,,,,,,1,0
D7264-A05B,ItemBean,02,USD,3,,,,,,,1,0
D7297,ItemBean,02,USD,70,,,,,,,1,0
D7306,ItemBean,02,USD,24,,,,,,,1,0
D7307-A01C,ItemBean,02,USD,4,,,,,,,1,0
D7307-A02A,ItemBean,02,USD,3,,,,,,,1,0
D7307-A03A,ItemBean,02,USD,3,,,,,,,1,0
D7307-A04A,ItemBean,02,USD,10,,,,,,,1,0
D7307-A05C,ItemBean,02,USD,5,,,,,,,1,0
D7307-A06A,ItemBean,02,USD,2,,,,,,,1,0
D7316,ItemBean,02,USD,30,,,,,,,1,0
D7317-A01D,ItemBean,02,USD,5,,,,,,,1,0
D7317-A02A,ItemBean,02,USD,2,,,,,,,1,0
D7317-A03A,ItemBean,02,USD,2,,,,,,,1,0
D7317-A04A,ItemBean,02,USD,2,,,,,,,1,0
D7317-A05A,ItemBean,02,USD,5,,,,,,,1,0
D7317-A06A,ItemBean,02,USD,16,,,,,,,1,0
D7322,ItemBean,02,USD,100,,,,,,,1,0
D7326,ItemBean,unassigned,USD,32,,,,,,,1,0
D7327-A02A,ItemBean,02,USD,2,,,,,,,1,0
D7327-A03A,ItemBean,02,USD,3,,,,,,,1,0
D7327-A04A,ItemBean,02,USD,12,,,,,,,1,0
D7970-A02A,ItemBean,02,USD,8,,,,,,,1,0
D8538,ItemBean,00,USD,5,,,,,,,1,0
D8586,ItemBean,02,USD,32,,,,,,,1,0
D8587,ItemBean,02,USD,39,,,,,,,1,0
D8589,ItemBean,02,USD,75,,,,,,,1,0
D8591,ItemBean,02,USD,26,,,,,,,1,0
D8595,ItemBean,,USD,22,,,,,,,1,0
D8596-A01A,ItemBean,02,USD,10,,,,,,,1,0
D8596-A02A,ItemBean,02,USD,8,,,,,,,1,0
D8596-A03A,ItemBean,02,USD,5,,,,,,,1,0
D8596-A04A,ItemBean,02,USD,5,,,,,,,1,0
D8599,ItemBean,,USD,36,,,,,,,1,0
D8600-A01B,ItemBean,02,USD,18,,,,,,,1,0
D8600-A02B,ItemBean,02,USD,18,,,,,,,1,0
D8600-A03B,ItemBean,02,USD,13,,,,,,,1,0
D8602-A02A,ItemBean,02,USD,4,,,,,,,1,0
D8602-A03A,ItemBean,02,USD,8,,,,,,,1,0
D8602-A04A,ItemBean,02,USD,8,,,,,,,1,0
D8602-A06A,ItemBean,02,USD,8,,,,,,,1,0
D8602-A07A,ItemBean,02,USD,3,,,,,,,1,0
D8631,ItemBean,02,USD,20,,,,,,,1,0
D8632-A01A,ItemBean,02,USD,12,,,,,,,1,0
D8632-A02A,ItemBean,02,USD,8,,,,,,,1,0
D8632-A03A,ItemBean,02,USD,8,,,,,,,1,0
D8652,ItemBean,,USD,26,,,,,,,1,0
D8653-A02A,ItemBean,02,USD,5,,,,,,,1,0
D8919,ItemBean,06,USD,62,,,,,,,1,0
D8920,ItemBean,06,USD,6,,,,,,,1,0
D8921,ItemBean,06,USD,88,,,,,,,1,0
D8922,ItemBean,06,USD,58,,,,,,,1,0
D8923,ItemBean,06,USD,24,,,,,,,1,0
D8924,ItemBean,06,USD,68,,,,,,,1,0
D8951,ItemBean,05,USD,18,,,,,,,1,0
D9076,ItemBean,06,USD,18,,,,,,,1,0
D9077,ItemBean,06,USD,8,,,,,,,1,0
D9078,ItemBean,06,USD,18,,,,,,,1,0
D9127,ItemBean,04,USD,18,,,,,,,1,0
D9128,ItemBean,04,USD,14,,,,,,,1,0
D9134,ItemBean,04,USD,24,,,,,,,1,0
D9136,ItemBean,04,USD,8,,,,,,,1,0
D9148,ItemBean,04,USD,44,,,,,,,1,0
D9149,ItemBean,00,USD,17.95,,,,,,,1,0
D9233,ItemBean,06,USD,6.95,,,,,,,1,0
D9234,ItemBean,06,USD,12,,,,,,,1,0
D9236,ItemBean,06,USD,18,,,,,,,1,0
D9237,ItemBean,06,USD,22,,,,,,,1,0
D9238,ItemBean,06,USD,22,,,,,,,1,0
D9239,ItemBean,06,USD,14,,,,,,,1,0
D9241,ItemBean,06,USD,24,,,,,,,1,0
D9257,ItemBean,00,USD,85,,,,,,,1,0
D9259,ItemBean,00,USD,50,,,,,,,1,0
D9260,ItemBean,00,USD,12,,,,,,,1,0
D9266,ItemBean,00,USD,65,,,,,,,1,0
D9267,ItemBean,00,USD,16,,,,,,,1,0
D9268,ItemBean,06,USD,24,,,,,,,1,0
D9269,ItemBean,06,USD,20,,,,,,,1,0
D9270,ItemBean,06,USD,13,,,,,,,1,0
D9271,ItemBean,06,USD,160,,,,,,,1,0
D9273,ItemBean,06,USD,18,,,,,,,1,0
D9274,ItemBean,06,USD,24,,,,,,,1,0
D9275,ItemBean,06,USD,18,,,,,,,1,0
D9276,ItemBean,06,USD,24,,,,,,,1,0
D9277,ItemBean,05,USD,6,,,,,,,1,0
D9490,ItemBean,04,USD,44,,,,,,,1,0
D9491,ItemBean,04,USD,28,,,,,,,1,0
D9502,ItemBean,06,USD,32,,,,,,,1,0
D9503,ItemBean,06,USD,24,,,,,,,1,0
D9511,ItemBean,06,USD,24,,,,,,,1,0
D9517,ItemBean,06,USD,24,,,,,,,1,0
D9518,ItemBean,06,USD,16,,,,,,,1,0
D9519,ItemBean,06,USD,24,,,,,,,1,0
D9520,ItemBean,06,USD,30,,,,,,,1,0
D9521,ItemBean,06,USD,19,,,,,,,1,0
D9566,ItemBean,80,USD,28,,,,,,,1,0
D9571,ItemBean,80,USD,0,,,,,,,1,0
D9572,ItemBean,80,USD,0,,,,,,,1,0
D9573,ItemBean,80,USD,0,,,,,,,1,0
D9574,ItemBean,80,USD,0,,,,,,,1,0
D9575,ItemBean,80,USD,0,,,,,,,1,0
D9576,ItemBean,80,USD,0,,,,,,,1,0
D9577,ItemBean,80,USD,0,,,,,,,1,0
D9719,ItemBean,80,USD,40,,,,,,,1,0
D9720,ItemBean,80,USD,20,,,,,,,1,0
D9721,ItemBean,80,USD,9,,,,,,,1,0
D9722,ItemBean,80,USD,9,,,,,,,1,0
D9723,ItemBean,80,USD,9,,,,,,,1,0
D9724,ItemBean,80,USD,9,,,,,,,1,0
D9725,ItemBean,80,USD,30,,,,,,,1,0
D9726,ItemBean,80,USD,20,,,,,,,1,0
D9727,ItemBean,80,USD,20,,,,,,,1,0
D9728,ItemBean,80,USD,20,,,,,,,1,0
D9729,ItemBean,80,USD,20,,,,,,,1,0
D9730,ItemBean,80,USD,8.5,,,,,,,1,0
D9731,ItemBean,80,USD,25,,,,,,,1,0
D9732,ItemBean,80,USD,20,,,,,,,1,0
D9733,ItemBean,80,USD,20,,,,,,,1,0
D9734,ItemBean,80,USD,30,,,,,,,1,0
D9735,ItemBean,80,USD,19.5,,,,,,,1,0
D9736,ItemBean,80,USD,43,,,,,,,1,0
D9737,ItemBean,80,USD,16.5,,,,,,,1,0
D9738,ItemBean,80,USD,15,,,,,,,1,0
D9739,ItemBean,80,USD,20,,,,,,,1,0
D9740,ItemBean,80,USD,22,,,,,,,1,0
D9741,ItemBean,80,USD,25,,,,,,,1,0
D9742,ItemBean,80,USD,22,,,,,,,1,0
D9743,ItemBean,80,USD,50,,,,,,,1,0
D9744,ItemBean,80,USD,20,,,,,,,1,0
D9745,ItemBean,80,USD,32,,,,,,,1,0
D9746,ItemBean,80,USD,16,,,,,,,1,0
D9747,ItemBean,80,USD,16,,,,,,,1,0
D9748,ItemBean,80,USD,16,,,,,,,1,0
D9749,ItemBean,80,USD,22,,,,,,,1,0
D9750,ItemBean,80,USD,11,,,,,,,1,0
D9751,ItemBean,80,USD,50,,,,,,,1,0
D9752,ItemBean,80,USD,14,,,,,,,1,0
D9753,ItemBean,80,USD,32.5,,,,,,,1,0
D9754,ItemBean,80,USD,22,,,,,,,1,0
D9755,ItemBean,80,USD,22,,,,,,,1,0
D9756,ItemBean,80,USD,25,,,,,,,1,0
D9757,ItemBean,80,USD,55,,,,,,,1,0
D9758,ItemBean,80,USD,15,,,,,,,1,0
D9759,ItemBean,80,USD,11,,,,,,,1,0
D9760,ItemBean,80,USD,32,,,,,,,1,0
D9761,ItemBean,80,USD,14,,,,,,,1,0
D9762,ItemBean,80,USD,19,,,,,,,1,0
D9763,ItemBean,80,USD,12,,,,,,,1,0
D9764,ItemBean,80,USD,16.5,,,,,,,1,0
D9765,ItemBean,80,USD,12.99,,,,,,,1,0
D9766,ItemBean,80,USD,20,,,,,,,1,0
D9767,ItemBean,80,USD,40,,,,,,,1,0
D9768,ItemBean,80,USD,12,,,,,,,1,0
D9769,ItemBean,80,USD,20,,,,,,,1,0
D9770,ItemBean,80,USD,10,,,,,,,1,0
D9771,ItemBean,80,USD,10,,,,,,,1,0
D9772,ItemBean,80,USD,59,,,,,,,1,0
D9775,ItemBean,33,USD,4.5,,,,,,,1,0
D9776,ItemBean,33,USD,4.5,,,,,,,1,0
D9777,ItemBean,33,USD,2.25,,,,,,,1,0
D9778,ItemBean,33,USD,4.5,,,,,,,1,0
D9779,ItemBean,33,USD,4.5,,,,,,,1,0
D9781,ItemBean,80,USD,35,,,,,,,1,0
D9783,ItemBean,80,USD,50,,,,,,,1,0
D9784,ItemBean,80,USD,9.99,,,,,,,1,0
D9785,ItemBean,80,USD,50,,,,,,,1,0
D9787,ItemBean,80,USD,8,,,,,,,1,0
D9798,ItemBean,80,USD,0,,,,,,,1,0
D9805,ItemBean,80,USD,44,,,,,,,1,0
D9811,ItemBean,80,USD,39.99,,,,,,,1,0
D9812,ItemBean,80,USD,10,,,,,,,1,0
D9814,ItemBean,80,USD,44.5,,,,,,,1,0
D9816,ItemBean,80,USD,0,,,,,,,1,0
D9824,ItemBean,80,USD,0,,,,,,,1,0
D9828,ItemBean,80,USD,50,,,,,,,1,0
D9849,ItemBean,80,USD,28,,,,,,,1,0
D9851,ItemBean,80,USD,50,,,,,,,1,0
D9856,ItemBean,80,USD,0,,,,,,,1,0
D9865,ItemBean,80,USD,200,,,,,,,1,0
D9869,ItemBean,80,USD,20,,,,,,,1,0
D9871,ItemBean,80,USD,54,,,,,,,1,0
D9877,ItemBean,80,USD,8,,,,,,,1,0
D9878,ItemBean,80,USD,8,,,,,,,1,0
D9879,ItemBean,80,USD,8,,,,,,,1,0
D9882,ItemBean,80,USD,54,,,,,,,1,0
D9887,ItemBean,80,USD,50,,,,,,,1,0
D9895,ItemBean,80,USD,200,,,,,,,1,0
D9896,ItemBean,80,USD,59,,,,,,,1,0
D9897,ItemBean,80,USD,42,,,,,,,1,0
D9898,ItemBean,80,USD,5,,,,,,,1,0
D9899,ItemBean,80,USD,7,,,,,,,1,0
D9901,ItemBean,80,USD,0,,,,,,,1,0
D9903,ItemBean,80,USD,9.99,,,,,,,1,0
D9904,ItemBean,80,USD,9.99,,,,,,,1,0
D9906,ItemBean,80,USD,20,,,,,,,1,0
D9907,ItemBean,80,USD,10,,,,,,,1,0
D9930,ItemBean,80,USD,20,,,,,,,1,0
D9931,ItemBean,80,USD,20,,,,,,,1,0
D9932,ItemBean,80,USD,20,,,,,,,1,0
D9933,ItemBean,80,USD,20,,,,,,,1,0
D9934,ItemBean,80,USD,20,,,,,,,1,0
D9940,ItemBean,80,USD,4.99,,,,,,,1,0
D9941,ItemBean,80,USD,3.99,,,,,,,1,0
D9948,ItemBean,80,USD,10,,,,,,,1,0
D9957,ItemBean,80,USD,4.99,,,,,,,1,0
D9958,ItemBean,80,USD,3.99,,,,,,,1,0
D9959,ItemBean,80,USD,5,,,,,,,1,0
D9960,ItemBean,80,USD,7,,,,,,,1,0
D9962,ItemBean,80,USD,10,,,,,,,1,0
D9963,ItemBean,80,USD,8,,,,,,,1,0
D9964,ItemBean,80,USD,9.99,,,,,,,1,0
D9965,ItemBean,80,USD,3.99,,,,,,,1,0
D9967,ItemBean,80,USD,50,,,,,,,1,0
D9968,ItemBean,80,USD,24.99,,,,,,,1,0
D9970,ItemBean,80,USD,8,,,,,,,1,0
D9971,ItemBean,80,USD,20,,,,,,,1,0
D9972,ItemBean,80,USD,9.99,,,,,,,1,0
D9973,ItemBean,80,USD,5,,,,,,,1,0
D9974,ItemBean,80,USD,8,,,,,,,1,0
D9975,ItemBean,80,USD,14,,,,,,,1,0
D9976,ItemBean,80,USD,10,,,,,,,1,0
D9977,ItemBean,80,USD,18,,,,,,,1,0
D9978,ItemBean,80,USD,15,,,,,,,1,0
D9979,ItemBean,80,USD,15,,,,,,,1,0
D9980,ItemBean,80,USD,7,,,,,,,1,0
D9981,ItemBean,80,USD,19.99,,,,,,,1,0
D9982,ItemBean,80,USD,16,,,,,,,1,0
D9983,ItemBean,80,USD,4,,,,,,,1,0
D9984,ItemBean,80,USD,4,,,,,,,1,0
D9985,ItemBean,80,USD,18.39,,,,,,,1,0
D9986,ItemBean,80,USD,35,,,,,,,1,0
D9987,ItemBean,80,USD,15,,,,,,,1,0
D9988,ItemBean,80,USD,20,,,,,,,1,0
D9989,ItemBean,80,USD,8,,,,,,,1,0
D9990,ItemBean,80,USD,20,,,,,,,1,0
D9991,ItemBean,80,USD,13,,,,,,,1,0
D9992,ItemBean,80,USD,10,,,,,,,1,0
D9993,ItemBean,80,USD,30,,,,,,,1,0
D9994,ItemBean,80,USD,7,,,,,,,1,0
D9995,ItemBean,80,USD,7,,,,,,,1,0
D9996,ItemBean,80,USD,7,,,,,,,1,0
D9997,ItemBean,80,USD,27,,,,,,,1,0
D9998,ItemBean,80,USD,35,,,,,,,1,0
D9999,ItemBean,80,USD,30,,,,,,,1,0
DBL13,ItemBean,FP_Products,USD,45,,,,,,,1,0
DBL30,ItemBean,FP_Products,USD,30,,,,,,,1,0
DBL83,ItemBean,FP_Products,USD,10,,,,,,,1,0
DBL85,ItemBean,FP_Products,USD,40,,,,,,,1,0
DCH54,ItemBean,FP_Products,USD,15,,,,,,,1,0
DCH55,ItemBean,FP_Products,USD,15,,,,,,,1,0
DCH63,ItemBean,80,USD,20,,,,,,,1,0
DCH98,ItemBean,FP_Products,USD,45,,,,,,,1,0
DCL33,ItemBean,FP_Products,USD,40,,,,,,,1,0
DCL34,ItemBean,FP_Products,USD,40,,,,,,,1,0
DEBIT,ItemBean,00,USD,0,,,,,,,1,0
DEBIT_REMOVE,ProductBean,00,USD,0,,,,,,,1,0
DECO-4THEME-OC,ItemBean,28,USD,0,,,,,,,1,0
DECO1-OC,ItemBean,28,USD,0,,,,,,,1,0
DECO1CEL-OC,ItemBean,28,USD,0,,,,,,,1,0
DECO2-OC,ItemBean,28,USD,0,,,,,,,1,0
DFH58,ItemBean,FP_Products,USD,33,,,,,,,1,0
DFJ20,ItemBean,FP_Products,USD,0,,,,,,,1,0
DFJ35,ItemBean,02,USD,9.99,,,,,,,1,0
DFJ40,ItemBean,FP_Products,USD,60,,,,,,,1,0
DFJ44,ItemBean,FP_Products,USD,20,,,,,,,1,0
DFJ45,ItemBean,FP_Products,USD,20,,,,,,,1,0
DFJ46,ItemBean,FP_Products,USD,20,,,,,,,1,0
DFJ48,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFJ49,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFJ50,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFJ51,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFJ54,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFJ56,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFJ57,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFJ60,ItemBean,FP_Products,USD,30,,,,,,,1,0
DFJ65,ItemBean,FP_Products,USD,25,,,,,,,1,0
DFJ70,ItemBean,FP_Products,USD,10,,,,,,,1,0
DFM16,ItemBean,FP_Products,USD,35,,,,,,,1,0
DFM37,ItemBean,02,USD,24.99,,,,,,,1,0
DFM38,ItemBean,02,USD,24.99,,,,,,,1,0
DFM49,ItemBean,FP_Products,USD,16,,,,,,,1,0
DFM51,ItemBean,62,USD,20,,,,,,,1,0
DFM56,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFM57,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFM58,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFM80,ItemBean,62,USD,11,,,,,,,1,0
DFM83,ItemBean,62,USD,15,,,,,,,1,0
DFM84,ItemBean,62,USD,15,,,,,,,1,0
DFM85,ItemBean,62,USD,15,,,,,,,1,0
DFM96,ItemBean,05,USD,24.99,,,,,,,1,0
DFM97,ItemBean,04,USD,60,,,,,,,1,0
DFM98,ItemBean,04,USD,60,,,,,,,1,0
DFM99,ItemBean,04,USD,60,,,,,,,1,0
DFN01,ItemBean,04,USD,60,,,,,,,1,0
DFN02,ItemBean,04,USD,60,,,,,,,1,0
DFN04,ItemBean,04,USD,60,,,,,,,1,0
DFN06,ItemBean,04,USD,60,,,,,,,1,0
DFN07,ItemBean,04,USD,60,,,,,,,1,0
DFN25,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFN26,ItemBean,38,USD,5,,,,,,,1,0
DFN27,ItemBean,38,USD,10,,,,,,,1,0
DFN28,ItemBean,38,USD,13,,,,,,,1,0
DFN40,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFN41,ItemBean,38,USD,40,,,,,,,1,0
DFN50,ItemBean,06,USD,115,,,,,,,1,0
DFN51,ItemBean,FP_Products,USD,,,,,,,,1,0
DFN52,ItemBean,FP_Products,USD,7,,,,,,,1,0
DFN53,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFN55,ItemBean,38,USD,20,,,,,,,1,0
DFN56,ItemBean,FP_Products,USD,3,,,,,,,1,0
DFN57,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFN60,ProductBean,04,USD,24,,,,,,,1,0
DFN60.STR.3,ItemBean,04,USD,24,,,,,,,1,0
DFN60.STR.4,ItemBean,04,USD,24,,,,,,,1,0
DFN60.STR.5,ItemBean,04,USD,24,,,,,,,1,0
DFN60.STR.6,ItemBean,04,USD,24,,,,,,,1,0
DFN60.STR.6X,ItemBean,04,USD,24,,,,,,,1,0
DFN60.STR.7,ItemBean,04,USD,24,,,,,,,1,0
DFN61,ProductBean,04,USD,60,,,,,,,1,0
DFN61DS,PackageBean,04,USD,60,,,,,,,1,0
DFN62,ItemBean,04,USD,60,,,,,,,1,0
DFN63,ItemBean,04,USD,60,,,,,,,1,0
DFN63.CMG43,ItemBean,04,USD,60,,,,,,,1,0
DFN63.CMV31,ItemBean,04,USD,60,,,,,,,1,0
DFN63.CMV32,ItemBean,04,USD,60,,,,,,,1,0
DFN63.DRL44,ItemBean,04,USD,60,,,,,,,1,0
DFN63DS,ProductBean,04,USD,60,,,,,,,1,0
DFN64,ItemBean,04,USD,60,,,,,,,1,0
DFN64.CMG43,ItemBean,04,USD,60,,,,,,,1,0
DFN64.CMV31,ItemBean,04,USD,60,,,,,,,1,0
DFN64.CMV32,ItemBean,04,USD,60,,,,,,,1,0
DFN64.DRL44,ItemBean,04,USD,60,,,,,,,1,0
DFN64DS,ProductBean,04,USD,60,,,,,,,1,0
DFN65,ItemBean,04,USD,60,,,,,,,1,0
DFN65.CMG43,ItemBean,04,USD,60,,,,,,,1,0
DFN65.CMV31,ItemBean,04,USD,60,,,,,,,1,0
DFN65.CMV32,ItemBean,04,USD,60,,,,,,,1,0
DFN65.DRL44,ItemBean,04,USD,60,,,,,,,1,0
DFN65DS,ProductBean,04,USD,60,,,,,,,1,0
DFN67,ItemBean,04,USD,60,,,,,,,1,0
DFN67.CMG43,ItemBean,04,USD,60,,,,,,,1,0
DFN67.CMV31,ItemBean,04,USD,60,,,,,,,1,0
DFN67.CMV32,ItemBean,04,USD,60,,,,,,,1,0
DFN67.DRL44,ItemBean,04,USD,60,,,,,,,1,0
DFN67DS,ProductBean,04,USD,60,,,,,,,1,0
DFN79,ItemBean,FP_Products,USD,6,,,,,,,1,0
DFN82,ItemBean,FP_Products,USD,7,,,,,,,1,0
DFN85,ItemBean,38,USD,15,,,,,,,1,0
DFP07,ItemBean,35,USD,60,,,,,,,1,0
DFP16,ItemBean,35,USD,,,,,,,,1,0
DFP21,ItemBean,FP_Products,USD,13,,,,,,,1,0
DFP22,ItemBean,FP_Products,USD,10,,,,,,,1,0
DFP23,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFP25,ItemBean,35,USD,13,,,,,,,1,0
DFP26,ItemBean,38,USD,20,,,,,,,1,0
DFP32,ItemBean,FP_Products,USD,18,,,,,,,1,0
DFP33,ItemBean,35,USD,25,,,,,,,1,0
DFP38,ItemBean,FP_Products,USD,13,,,,,,,1,0
DFP41,ItemBean,FP_Products,USD,3,,,,,,,1,0
DFP43,ItemBean,FP_Products,USD,3,,,,,,,1,0
DFP50,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFP52,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFP55,ItemBean,FP_Products,USD,6,,,,,,,1,0
DFP57,ItemBean,FP_Products,USD,4,,,,,,,1,0
DFP59,ItemBean,FP_Products,USD,4,,,,,,,1,0
DFP65,ItemBean,FP_Products,USD,10,,,,,,,1,0
DFP67,ItemBean,38,USD,20,,,,,,,1,0
DFP69,ItemBean,35,USD,45,,,,,,,1,0
DFP71,ItemBean,FP_Products,USD,,,,,,,,1,0
DFP73,ItemBean,FP_Products,USD,70,,,,,,,1,0
DFP75,ItemBean,FP_Products,USD,10,,,,,,,1,0
DFP90,ItemBean,FP_Products,USD,4,,,,,,,1,0
DFR01,ItemBean,FP_Products,USD,20,,,,,,,1,0
DFR09,ItemBean,FP_Products,USD,4,,,,,,,1,0
DFR11,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFR31,ProductBean,28,USD,40,,,,,,,1,0
DFR31.BLU.18M,ItemBean,unassigned,USD,40,,,,,,,1,0
DFR31.BLU.2T,ItemBean,unassigned,USD,40,,,,,,,1,0
DFR31.BLU.3T,ItemBean,unassigned,USD,40,,,,,,,1,0
DFR31.BLU.4,ItemBean,unassigned,USD,40,,,,,,,1,0
DFR31.BLU.5,ItemBean,unassigned,USD,40,,,,,,,1,0
DFR36,ItemBean,02,USD,36,,,,,,,1,0
DFR75,ItemBean,02,USD,36,,,,,,,1,0
DFR76,ItemBean,02,USD,36,,,,,,,1,0
DFR80,ItemBean,02,USD,36,,,,,,,1,0
DFR81,ItemBean,02,USD,36,,,,,,,1,0
DFT24,ItemBean,00,USD,14,,,,,,,1,0
DFT28,ItemBean,FP_Products,USD,,,,,,,,1,0
DFT31,ItemBean,FP_Products,USD,3,,,,,,,1,0
DFT32,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFT75,ItemBean,FP_Products,USD,,,,,,,,1,0
DFT88,ItemBean,06,USD,24.99,,,,,,,1,0
DFT90,ItemBean,FP_Products,USD,,,,,,,,1,0
DFT91,ItemBean,FP_Products,USD,,,,,,,,1,0
DFV03,ItemBean,FP_Products,USD,,,,,,,,1,0
DFV06,ItemBean,28,USD,60,,,,,,,1,0
DFV07,ItemBean,28,USD,60,,,,,,,1,0
DFV08,ItemBean,28,USD,60,,,,,,,1,0
DFV09,ItemBean,28,USD,60,,,,,,,1,0
DFV11,ItemBean,28,USD,60,,,,,,,1,0
DFV12,ItemBean,28,USD,90,,,,,,,1,0
DFV13,ItemBean,28,USD,90,,,,,,,1,0
DFV15,ItemBean,28,USD,90,,,,,,,1,0
DFV59,ItemBean,FP_Products,USD,5,,,,,,,1,0
DFV79,ItemBean,06,USD,54,,,,,,,1,0
DFW78,ItemBean,28,USD,23,,,,,,,1,0
DFW80,ItemBean,28,USD,25,,,,,,,1,0
DFW81,ItemBean,28,USD,25,,,,,,,1,0
DFW87,ItemBean,FP_Products,USD,14,,,,,,,1,0
DFW91,ItemBean,28,USD,45,,,,,,,1,0
DFW96,ItemBean,28,USD,100,,,,,,,1,0
DFW99,ItemBean,28,USD,15,,,,,,,1,0
DFX00,ItemBean,28,USD,35,,,,,,,1,0
DFX05,ItemBean,28,USD,60,,,,,,,1,0
DFX18,ItemBean,28,USD,14,,,,,,,1,0
DFX21,ItemBean,28,USD,16,,,,,,,1,0
DFX59,ItemBean,37,USD,15,,,,,,,1,0
DFX63,ItemBean,37,USD,8,,,,,,,1,0
DFX64,ItemBean,37,USD,10,,,,,,,1,0
DFX66,ItemBean,37,USD,10,,,,,,,1,0
DFX67,ItemBean,37,USD,10,,,,,,,1,0
DFX79,ItemBean,FP_Products,USD,30,,,,,,,1,0
DFX81,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFX82,ItemBean,37,USD,15,,,,,,,1,0
DFX86,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFX87,ItemBean,FP_Products,USD,8,,,,,,,1,0
DFX89,ItemBean,37,USD,15,,,,,,,1,0
DFX91,ItemBean,37,USD,15,,,,,,,1,0
DFX93,ItemBean,FP_Products,USD,50,,,,,,,1,0
DFX98,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFY00,ItemBean,FP_Products,USD,15,,,,,,,1,0
DFY05,ItemBean,FP_Products,USD,7,,,,,,,1,0
DFY06,ItemBean,FP_Products,USD,7,,,,,,,1,0
DGC06,ItemBean,06,USD,8.95,,,,,,,1,0
DGC60,ItemBean,37,USD,8,,,,,,,1,0
DGC61,ItemBean,37,USD,8,,,,,,,1,0
DGD22,ItemBean,28,USD,28,,,,,,,1,0
DGD32,ItemBean,28,USD,19,,,,,,,1,0
DGD34,ItemBean,28,USD,19,,,,,,,1,0
DGD35,ItemBean,28,USD,19,,,,,,,1,0
DGD37,ItemBean,28,USD,28,,,,,,,1,0
DGD38,ItemBean,28,USD,28,,,,,,,1,0
DGD48,ItemBean,FP_Products,USD,6,,,,,,,1,0
DGD49,ItemBean,FP_Products,USD,6,,,,,,,1,0
DGD55,ItemBean,FP_Products,USD,15,,,,,,,1,0
DGD56,ItemBean,FP_Products,USD,15,,,,,,,1,0
DGD59,ItemBean,FP_Products,USD,20,,,,,,,1,0
DGD60,ItemBean,FP_Products,USD,20,,,,,,,1,0
DGD69,ItemBean,00,USD,9.99,,,,,,,1,0
DGD70,ItemBean,00,USD,24.99,,,,,,,1,0
DGD74,ItemBean,06,USD,21.99,,,,,,,1,0
DGD78,ItemBean,04,USD,17.95,,,,,,,1,0
DGD87,ItemBean,71,USD,,,,,,,,1,0
DGD88,ItemBean,71,USD,,,,,,,,1,0
DGD89,ItemBean,71,USD,,,,,,,,1,0
DGD90,ItemBean,71,USD,,,,,,,,1,0
DGD91,ProductBean,71,USD,,,,,,,,1,0
DGD91-OC,ItemBean,71,USD,,,,,,,,1,0
DGD91.PIN.1XL,ItemBean,71,USD,,,,,,,,1,0
DGD91.PIN.2XL,ItemBean,71,USD,,,,,,,,1,0
DGD91.PIN.L,ItemBean,71,USD,,,,,,,,1,0
DGD91.PIN.M,ItemBean,71,USD,,,,,,,,1,0
